,trial_in_session,final_socnonsoc
3832,466,1.0
3833,469,0.0
3834,478,1.0
3835,488,1.0
3836,507,1.0
3837,519,1.0
3838,534,1.0
3839,543,1.0
3840,548,0.0
3841,556,1.0
3842,572,0.0
3843,582,0.0
3844,590,0.0
3845,607,1.0
3846,617,0.0
3847,625,1.0
3848,629,0.0
3849,640,0.0
3850,645,0.0
3851,646,0.0
3852,649,1.0
3853,655,0.0
3854,680,0.0
3855,703,0.0
3856,704,0.0
3857,717,1.0
3858,732,1.0
3859,734,0.0
3860,743,0.0
3861,9,0.0
3862,12,0.0
3863,15,0.0
3864,18,1.0
3865,41,1.0
3866,97,0.0
3867,129,1.0
3868,143,0.0
3869,144,1.0
3870,147,0.0
3871,154,1.0
3872,196,0.0
3873,198,1.0
3874,204,1.0
3875,206,1.0
3876,213,1.0
3877,230,0.0
3878,238,1.0
3879,245,1.0
3880,264,1.0
3881,275,0.0
3882,300,1.0
3883,320,0.0
3884,344,0.0
3885,349,0.0
3886,375,0.0
3887,439,0.0
3888,442,1.0
3889,455,0.0
3890,457,0.0
3891,481,1.0
3892,483,1.0
3893,489,0.0
3894,499,0.0
3895,515,0.0
3896,518,0.0
3897,532,0.0
3898,538,0.0
3899,547,1.0
3900,548,0.0
3901,554,0.0
3902,581,0.0
3903,591,0.0
3904,594,1.0
3905,615,1.0
3906,620,1.0
3907,646,1.0
3908,657,0.0
3909,662,1.0
3910,670,1.0
3911,686,1.0
3912,691,1.0
3913,694,0.0
3914,715,1.0
3915,721,0.0
3916,734,0.0
3917,735,1.0
3918,739,0.0
3919,741,0.0
3920,744,1.0
3921,9,0.0
3922,12,0.0
3923,18,1.0
3924,41,1.0
3925,64,0.0
3926,68,0.0
3927,70,0.0
3928,80,0.0
3929,90,0.0
3930,97,1.0
3931,100,1.0
3932,101,0.0
3933,105,0.0
3934,109,1.0
3935,137,1.0
3936,140,1.0
3937,148,0.0
3938,178,0.0
3939,201,1.0
3940,206,1.0
3941,215,0.0
3942,223,0.0
3943,237,1.0
3944,248,0.0
3945,265,1.0
3946,273,0.0
3947,283,0.0
3948,296,0.0
3949,307,0.0
3950,335,0.0
3951,342,0.0
3952,354,1.0
3953,361,0.0
3954,382,0.0
3955,383,0.0
3956,386,0.0
3957,409,0.0
3958,416,0.0
3959,437,0.0
3960,440,0.0
3961,446,1.0
3962,447,1.0
3963,448,0.0
3964,456,0.0
3965,460,1.0
3966,467,0.0
3967,469,0.0
3968,481,0.0
3969,487,0.0
3970,490,0.0
3971,492,1.0
3972,496,0.0
3973,499,0.0
3974,512,0.0
3975,522,1.0
3976,540,0.0
3977,547,0.0
3978,549,0.0
3979,559,0.0
3980,570,1.0
3981,572,0.0
3982,584,1.0
3983,589,1.0
3984,601,0.0
3985,603,0.0
3986,615,0.0
3987,616,1.0
3988,636,0.0
3989,652,0.0
3990,653,1.0
3991,655,0.0
3992,660,0.0
3993,665,0.0
3994,669,0.0
3995,673,0.0
3996,680,0.0
3997,703,0.0
3998,705,1.0
3999,713,0.0
4000,715,0.0
4001,726,0.0
4002,730,1.0
4003,738,0.0
4004,746,1.0
4005,4,0.0
4006,12,0.0
4007,14,0.0
4008,26,0.0
4009,44,1.0
4010,49,1.0
4011,56,0.0
4012,58,0.0
4013,62,0.0
4014,63,1.0
4015,135,1.0
4016,177,1.0
4017,178,0.0
4018,190,0.0
4019,223,1.0
4020,226,0.0
4021,229,0.0
4022,230,0.0
4023,236,1.0
4024,238,0.0
4025,241,1.0
4026,270,1.0
4027,275,0.0
4028,320,1.0
4029,327,0.0
4030,328,0.0
4031,332,0.0
4032,333,0.0
4033,336,0.0
4034,343,0.0
4035,348,0.0
4036,349,0.0
4037,352,0.0
4038,353,1.0
4039,364,1.0
4040,365,1.0
4041,386,0.0
4042,390,1.0
4043,400,1.0
4044,408,1.0
4045,409,1.0
4046,418,0.0
4047,419,0.0
4048,423,1.0
4049,427,0.0
4050,461,1.0
4051,477,1.0
4052,482,0.0
4053,486,0.0
4054,503,1.0
4055,514,0.0
4056,518,1.0
4057,544,0.0
4058,548,0.0
4059,573,0.0
4060,574,0.0
4061,583,1.0
4062,585,0.0
4063,592,0.0
4064,594,0.0
4065,600,1.0
4066,617,0.0
4067,621,0.0
4068,626,0.0
4069,629,0.0
4070,630,0.0
4071,634,0.0
4072,640,0.0
4073,645,1.0
4074,646,1.0
4075,647,1.0
4076,649,1.0
4077,656,1.0
4078,661,0.0
4079,662,0.0
4080,667,0.0
4081,669,1.0
4082,670,1.0
4083,672,1.0
4084,675,1.0
4085,678,1.0
4086,682,1.0
4087,687,0.0
4088,734,0.0
4089,744,1.0
4090,745,0.0
4091,748,1.0
4092,2,1.0
4093,22,0.0
4094,44,0.0
4095,51,0.0
4096,52,1.0
4097,54,0.0
4098,59,0.0
4099,63,1.0
4100,65,0.0
4101,71,0.0
4102,80,0.0
4103,93,1.0
4104,100,0.0
4105,101,1.0
4106,106,0.0
4107,122,0.0
4108,142,0.0
4109,154,0.0
4110,172,0.0
4111,204,0.0
4112,217,1.0
4113,223,0.0
4114,225,0.0
4115,233,0.0
4116,235,1.0
4117,236,1.0
4118,241,1.0
4119,245,1.0
4120,253,1.0
4121,257,1.0
4122,263,1.0
4123,281,1.0
4124,306,0.0
4125,307,1.0
4126,316,1.0
4127,318,1.0
4128,324,0.0
4129,338,0.0
4130,341,0.0
4131,350,0.0
4132,359,0.0
4133,360,0.0
4134,366,1.0
4135,371,0.0
4136,396,1.0
4137,431,0.0
4138,432,0.0
4139,434,1.0
4140,446,0.0
4141,448,1.0
4142,460,0.0
4143,471,0.0
4144,476,1.0
4145,479,1.0
4146,494,1.0
4147,505,1.0
4148,507,0.0
4149,510,1.0
4150,527,1.0
4151,537,1.0
4152,544,1.0
4153,546,1.0
4154,550,0.0
4155,561,0.0
4156,566,0.0
4157,568,1.0
4158,578,1.0
4159,610,0.0
4160,612,0.0
4161,615,0.0
4162,639,0.0
4163,652,0.0
4164,675,1.0
4165,683,0.0
4166,687,0.0
4167,689,1.0
4168,695,0.0
4169,698,0.0
4170,726,1.0
4171,727,0.0
4172,728,0.0
4173,734,1.0
4174,749,1.0
4175,1,1.0
4176,2,1.0
4177,8,1.0
4178,22,1.0
4179,28,1.0
4180,43,1.0
4181,46,0.0
4182,51,0.0
4183,63,0.0
4184,80,0.0
4185,98,0.0
4186,103,1.0
4187,109,0.0
4188,130,0.0
4189,131,1.0
4190,141,0.0
4191,152,1.0
4192,154,0.0
4193,165,0.0
4194,169,1.0
4195,184,0.0
4196,196,1.0
4197,197,0.0
4198,206,0.0
4199,208,1.0
4200,219,0.0
4201,221,0.0
4202,222,1.0
4203,223,0.0
4204,226,0.0
4205,233,0.0
4206,244,1.0
4207,248,0.0
4208,251,0.0
4209,255,0.0
4210,268,0.0
4211,279,0.0
4212,302,0.0
4213,323,1.0
4214,341,0.0
4215,363,1.0
4216,367,1.0
4217,375,0.0
4218,382,1.0
4219,384,1.0
4220,385,0.0
4221,410,0.0
4222,415,1.0
4223,418,1.0
4224,420,0.0
4225,432,1.0
4226,433,0.0
4227,439,0.0
4228,451,0.0
4229,463,1.0
4230,487,0.0
4231,488,1.0
4232,489,1.0
4233,492,0.0
4234,508,0.0
4235,510,0.0
4236,564,0.0
4237,585,0.0
4238,605,0.0
4239,610,1.0
4240,661,0.0
4241,702,0.0
4242,718,1.0
4243,741,0.0
4244,9,0.0
4245,11,0.0
4246,12,0.0
4247,14,1.0
4248,18,1.0
4249,21,0.0
4250,22,1.0
4251,26,0.0
4252,28,0.0
4253,45,0.0
4254,48,0.0
4255,52,0.0
4256,70,0.0
4257,71,0.0
4258,87,1.0
4259,90,1.0
4260,108,1.0
4261,118,0.0
4262,122,1.0
4263,135,1.0
4264,138,0.0
4265,152,1.0
4266,155,0.0
4267,157,1.0
4268,176,1.0
4269,182,0.0
4270,191,0.0
4271,209,1.0
4272,223,0.0
4273,232,1.0
4274,234,1.0
4275,251,0.0
4276,266,0.0
4277,273,1.0
4278,276,1.0
4279,281,0.0
4280,290,0.0
4281,299,1.0
4282,308,0.0
4283,334,1.0
4284,337,1.0
4285,338,0.0
4286,362,1.0
4287,365,1.0
4288,368,0.0
4289,369,1.0
4290,379,0.0
4291,410,0.0
4292,415,1.0
4293,416,1.0
4294,417,0.0
4295,422,0.0
4296,458,0.0
4297,461,1.0
4298,478,0.0
4299,486,1.0
4300,499,0.0
4301,503,1.0
4302,522,0.0
4303,530,0.0
4304,532,0.0
4305,536,1.0
4306,540,1.0
4307,542,1.0
4308,544,1.0
4309,548,1.0
4310,560,1.0
4311,576,0.0
4312,580,0.0
4313,590,1.0
4314,605,0.0
4315,606,1.0
4316,627,0.0
4317,633,0.0
4318,637,1.0
4319,654,1.0
4320,665,0.0
4321,673,0.0
4322,683,1.0
4323,685,1.0
4324,688,0.0
4325,690,1.0
4326,694,0.0
4327,697,1.0
4328,699,0.0
4329,706,1.0
4330,723,1.0
4331,744,0.0
4332,0,0.0
4333,4,0.0
4334,6,1.0
4335,8,0.0
4336,9,1.0
4337,26,1.0
4338,42,1.0
4339,43,0.0
4340,51,1.0
4341,60,0.0
4342,66,1.0
4343,87,0.0
4344,105,0.0
4345,109,0.0
4346,132,0.0
4347,133,0.0
4348,150,1.0
4349,153,0.0
4350,165,0.0
4351,171,1.0
4352,177,1.0
4353,186,0.0
4354,189,0.0
4355,201,1.0
4356,215,1.0
4357,238,0.0
4358,256,0.0
4359,259,0.0
4360,263,0.0
4361,269,1.0
4362,308,0.0
4363,322,1.0
4364,323,0.0
4365,339,1.0
4366,343,0.0
4367,356,1.0
4368,357,0.0
4369,361,0.0
4370,377,0.0
4371,384,1.0
4372,388,0.0
4373,389,0.0
4374,391,0.0
4375,405,0.0
4376,406,1.0
4377,410,0.0
4378,411,0.0
4379,421,0.0
4380,429,0.0
4381,437,0.0
4382,440,0.0
4383,455,0.0
4384,462,0.0
4385,471,0.0
4386,477,0.0
4387,525,0.0
4388,531,0.0
4389,560,0.0
4390,572,0.0
4391,598,0.0
4392,601,0.0
4393,612,1.0
4394,614,1.0
4395,623,1.0
4396,635,0.0
4397,646,1.0
4398,700,1.0
4399,705,1.0
4400,724,1.0
4401,733,1.0
4402,1,1.0
4403,5,0.0
4404,16,0.0
4405,30,0.0
4406,34,0.0
4407,42,0.0
4408,46,1.0
4409,53,1.0
4410,65,1.0
4411,70,0.0
4412,74,1.0
4413,78,0.0
4414,79,0.0
4415,81,0.0
4416,91,0.0
4417,113,0.0
4418,122,1.0
4419,127,0.0
4420,135,1.0
4421,138,0.0
4422,144,0.0
4423,169,1.0
4424,170,0.0
4425,197,1.0
4426,207,0.0
4427,209,1.0
4428,217,1.0
4429,222,0.0
4430,247,0.0
4431,261,0.0
4432,268,1.0
4433,273,0.0
4434,283,0.0
4435,285,1.0
4436,286,0.0
4437,299,0.0
4438,309,1.0
4439,319,1.0
4440,321,1.0
4441,322,0.0
4442,323,1.0
4443,336,1.0
4444,339,0.0
4445,359,0.0
4446,360,1.0
4447,375,1.0
4448,409,0.0
4449,434,1.0
4450,439,0.0
4451,463,0.0
4452,478,0.0
4453,496,1.0
4454,498,1.0
4455,500,0.0
4456,507,1.0
4457,522,1.0
4458,523,1.0
4459,525,1.0
4460,527,1.0
4461,535,1.0
4462,556,1.0
4463,566,1.0
4464,571,0.0
4465,575,1.0
4466,581,0.0
4467,591,1.0
4468,597,0.0
4469,600,0.0
4470,618,0.0
4471,621,0.0
4472,626,0.0
4473,637,0.0
4474,640,0.0
4475,647,0.0
4476,661,1.0
4477,669,1.0
4478,689,0.0
4479,702,1.0
4480,711,0.0
4481,717,0.0
4482,718,0.0
4483,722,0.0
4484,724,1.0
4485,733,0.0
4486,734,0.0
4487,737,0.0
4488,740,0.0
4489,741,0.0
4490,745,1.0
4491,31,1.0
4492,55,0.0
4493,91,0.0
4494,104,1.0
4495,106,0.0
4496,142,0.0
4497,147,0.0
4498,156,1.0
4499,163,1.0
4500,164,1.0
4501,179,0.0
4502,223,1.0
4503,228,1.0
4504,231,0.0
4505,241,1.0
4506,244,1.0
4507,255,1.0
4508,281,0.0
4509,291,1.0
4510,297,1.0
4511,302,1.0
4512,305,1.0
4513,309,0.0
4514,328,0.0
4515,332,1.0
4516,334,1.0
4517,335,1.0
4518,343,1.0
4519,345,0.0
4520,357,0.0
4521,361,1.0
4522,362,0.0
4523,363,0.0
4524,373,0.0
4525,377,0.0
4526,389,1.0
4527,392,1.0
4528,409,0.0
4529,420,1.0
4530,439,1.0
4531,442,1.0
4532,466,0.0
4533,470,0.0
4534,475,1.0
4535,479,0.0
4536,488,1.0
4537,508,0.0
4538,526,0.0
4539,554,0.0
4540,573,1.0
4541,574,0.0
4542,577,0.0
4543,584,1.0
4544,586,0.0
4545,587,0.0
4546,597,1.0
4547,609,0.0
4548,615,0.0
4549,629,0.0
4550,640,0.0
4551,642,1.0
4552,663,0.0
4553,667,0.0
4554,680,0.0
4555,681,0.0
4556,707,1.0
4557,713,1.0
4558,723,0.0
4559,725,0.0
4560,730,0.0
4561,30,0.0
4562,50,1.0
4563,60,0.0
4564,66,0.0
4565,77,0.0
4566,78,0.0
4567,87,0.0
4568,96,0.0
4569,134,0.0
4570,175,1.0
4571,176,1.0
4572,203,0.0
4573,207,1.0
4574,228,0.0
4575,231,0.0
4576,258,0.0
4577,261,0.0
4578,286,0.0
4579,336,1.0
4580,339,0.0
4581,354,0.0
4582,374,0.0
4583,376,0.0
4584,377,0.0
4585,379,0.0
4586,383,0.0
4587,392,0.0
4588,397,0.0
4589,418,1.0
4590,420,1.0
4591,439,0.0
4592,441,0.0
4593,453,0.0
4594,466,0.0
4595,477,0.0
4596,486,0.0
4597,494,0.0
4598,523,0.0
4599,529,0.0
4600,548,1.0
4601,560,0.0
4602,609,0.0
4603,614,0.0
4604,620,1.0
4605,635,1.0
4606,646,0.0
4607,658,1.0
4608,662,1.0
4609,678,0.0
4610,679,0.0
4611,684,0.0
4612,694,1.0
4613,695,1.0
4614,699,0.0
4615,700,0.0
4616,703,1.0
4617,708,0.0
4618,709,0.0
4619,720,0.0
4620,1,0.0
4621,8,1.0
4622,21,1.0
4623,37,1.0
4624,38,1.0
4625,39,0.0
4626,44,1.0
4627,46,1.0
4628,66,1.0
4629,74,0.0
4630,80,0.0
4631,96,1.0
4632,116,0.0
4633,136,1.0
4634,143,1.0
4635,151,1.0
4636,157,0.0
4637,162,1.0
4638,167,1.0
4639,168,0.0
4640,177,0.0
4641,187,1.0
4642,188,1.0
4643,190,1.0
4644,195,1.0
4645,201,0.0
4646,213,1.0
4647,222,1.0
4648,231,0.0
4649,251,0.0
4650,253,0.0
4651,260,0.0
4652,271,0.0
4653,273,0.0
4654,275,1.0
4655,276,0.0
4656,284,1.0
4657,290,1.0
4658,305,1.0
4659,314,1.0
4660,337,0.0
4661,342,0.0
4662,352,1.0
4663,356,0.0
4664,387,1.0
4665,391,0.0
4666,393,0.0
4667,395,1.0
4668,399,0.0
4669,405,1.0
4670,411,0.0
4671,413,1.0
4672,422,0.0
4673,428,1.0
4674,435,0.0
4675,449,0.0
4676,461,0.0
4677,468,1.0
4678,470,1.0
4679,471,1.0
4680,484,0.0
4681,485,1.0
4682,501,1.0
4683,524,0.0
4684,553,0.0
4685,556,0.0
4686,560,1.0
4687,573,1.0
4688,574,0.0
4689,597,0.0
4690,609,1.0
4691,618,1.0
4692,622,0.0
4693,675,1.0
4694,742,0.0
4695,32,1.0
4696,35,1.0
4697,55,1.0
4698,56,0.0
4699,80,1.0
4700,126,0.0
4701,128,0.0
4702,131,0.0
4703,132,0.0
4704,142,0.0
4705,159,1.0
4706,168,0.0
4707,170,1.0
4708,173,1.0
4709,182,1.0
4710,184,0.0
4711,189,1.0
4712,190,1.0
4713,214,1.0
4714,235,0.0
4715,247,1.0
4716,253,1.0
4717,256,1.0
4718,271,1.0
4719,272,0.0
4720,293,1.0
4721,295,0.0
4722,296,0.0
4723,297,0.0
4724,319,1.0
4725,329,1.0
4726,330,0.0
4727,333,1.0
4728,337,0.0
4729,351,0.0
4730,361,0.0
4731,380,0.0
4732,397,0.0
4733,398,0.0
4734,407,1.0
4735,433,1.0
4736,435,0.0
4737,457,0.0
4738,479,1.0
4739,488,0.0
4740,511,0.0
4741,529,0.0
4742,545,0.0
4743,552,1.0
4744,570,0.0
4745,580,0.0
4746,595,1.0
4747,650,1.0
4748,658,0.0
4749,661,1.0
4750,692,0.0
4751,697,0.0
4752,701,0.0
4753,707,1.0
4754,708,0.0
4755,715,0.0
4756,726,0.0
4757,735,0.0
4758,743,1.0
4759,744,1.0
4760,746,0.0
4761,13,1.0
4762,20,0.0
4763,26,1.0
4764,27,0.0
4765,28,1.0
4766,29,1.0
4767,45,1.0
4768,50,0.0
4769,59,1.0
4770,63,0.0
4771,85,1.0
4772,86,0.0
4773,87,1.0
4774,114,1.0
4775,147,0.0
4776,159,1.0
4777,173,1.0
4778,185,1.0
4779,191,1.0
4780,196,0.0
4781,197,0.0
4782,211,1.0
4783,235,1.0
4784,236,0.0
4785,265,1.0
4786,272,0.0
4787,275,1.0
4788,278,0.0
4789,304,0.0
4790,349,1.0
4791,356,0.0
4792,360,0.0
4793,361,1.0
4794,366,1.0
4795,386,1.0
4796,391,0.0
4797,392,0.0
4798,402,1.0
4799,406,0.0
4800,411,1.0
4801,412,1.0
4802,430,0.0
4803,452,0.0
4804,457,1.0
4805,466,1.0
4806,474,0.0
4807,497,1.0
4808,506,0.0
4809,522,0.0
4810,524,1.0
4811,529,0.0
4812,534,0.0
4813,557,0.0
4814,591,0.0
4815,608,1.0
4816,618,0.0
4817,630,0.0
4818,642,1.0
4819,649,0.0
4820,663,0.0
4821,672,1.0
4822,693,0.0
4823,696,1.0
4824,700,1.0
4825,702,1.0
4826,704,0.0
4827,712,1.0
4828,726,1.0
4829,0,0.0
4830,21,1.0
4831,25,1.0
4832,31,0.0
4833,43,0.0
4834,69,1.0
4835,77,1.0
4836,92,0.0
4837,103,1.0
4838,105,1.0
4839,130,0.0
4840,152,1.0
4841,155,1.0
4842,164,1.0
4843,170,0.0
4844,184,0.0
4845,200,1.0
4846,207,1.0
4847,211,1.0
4848,221,0.0
4849,223,1.0
4850,238,0.0
4851,242,1.0
4852,260,1.0
4853,276,1.0
4854,295,1.0
4855,296,0.0
4856,303,1.0
4857,315,1.0
4858,333,1.0
4859,345,1.0
4860,350,0.0
4861,351,1.0
4862,359,0.0
4863,379,0.0
4864,386,1.0
4865,390,0.0
4866,392,0.0
4867,409,1.0
4868,424,1.0
4869,425,0.0
4870,442,0.0
4871,443,1.0
4872,456,1.0
4873,458,0.0
4874,490,1.0
4875,494,0.0
4876,498,0.0
4877,515,1.0
4878,516,0.0
4879,517,1.0
4880,527,1.0
4881,529,1.0
4882,538,0.0
4883,552,0.0
4884,562,1.0
4885,574,1.0
4886,575,1.0
4887,589,1.0
4888,592,1.0
4889,594,0.0
4890,597,1.0
4891,600,0.0
4892,618,0.0
4893,628,0.0
4894,632,0.0
4895,636,1.0
4896,638,0.0
4897,653,0.0
4898,669,1.0
4899,684,0.0
4900,689,0.0
4901,706,0.0
4902,730,0.0
4903,731,1.0
4904,733,1.0
4905,734,1.0
4906,739,0.0
4907,741,0.0
4908,18,1.0
4909,21,0.0
4910,23,1.0
4911,42,0.0
4912,51,1.0
4913,66,1.0
4914,69,0.0
4915,74,0.0
4916,85,1.0
4917,96,0.0
4918,97,1.0
4919,102,0.0
4920,103,1.0
4921,107,1.0
4922,113,0.0
4923,123,0.0
4924,149,1.0
4925,153,0.0
4926,154,1.0
4927,157,1.0
4928,160,0.0
4929,168,0.0
4930,178,0.0
4931,202,0.0
4932,216,1.0
4933,234,0.0
4934,242,1.0
4935,243,0.0
4936,249,0.0
4937,270,0.0
4938,298,1.0
4939,303,0.0
4940,338,0.0
4941,355,1.0
4942,358,1.0
4943,393,0.0
4944,409,1.0
4945,417,0.0
4946,418,0.0
4947,453,1.0
4948,475,0.0
4949,487,1.0
4950,493,0.0
4951,494,1.0
4952,497,0.0
4953,502,1.0
4954,503,0.0
4955,512,1.0
4956,513,1.0
4957,514,1.0
4958,515,1.0
4959,521,0.0
4960,524,1.0
4961,540,0.0
4962,544,0.0
4963,546,1.0
4964,565,1.0
4965,570,0.0
4966,573,0.0
4967,582,0.0
4968,598,0.0
4969,602,1.0
4970,603,1.0
4971,609,1.0
4972,622,0.0
4973,630,0.0
4974,631,0.0
4975,647,1.0
4976,665,0.0
4977,673,1.0
4978,680,1.0
4979,681,1.0
4980,684,0.0
4981,706,1.0
4982,712,0.0
4983,714,0.0
4984,744,1.0
4985,17,0.0
4986,23,0.0
4987,35,0.0
4988,39,0.0
4989,48,0.0
4990,58,1.0
4991,59,0.0
4992,64,0.0
4993,77,1.0
4994,85,0.0
4995,86,1.0
4996,92,1.0
4997,109,0.0
4998,111,1.0
4999,155,0.0
5000,173,0.0
5001,200,0.0
5002,220,1.0
5003,223,1.0
5004,231,1.0
5005,238,0.0
5006,251,1.0
5007,272,1.0
5008,288,0.0
5009,296,0.0
5010,305,0.0
5011,315,1.0
5012,340,1.0
5013,342,0.0
5014,343,0.0
5015,346,0.0
5016,390,0.0
5017,400,1.0
5018,403,1.0
5019,410,1.0
5020,431,0.0
5021,437,0.0
5022,474,1.0
5023,485,0.0
5024,494,0.0
5025,513,1.0
5026,534,1.0
5027,537,0.0
5028,539,1.0
5029,545,0.0
5030,551,0.0
5031,566,0.0
5032,571,0.0
5033,573,1.0
5034,575,0.0
5035,576,0.0
5036,587,0.0
5037,609,0.0
5038,617,0.0
5039,629,1.0
5040,664,1.0
5041,666,0.0
5042,672,1.0
5043,674,1.0
5044,689,0.0
5045,698,0.0
5046,703,1.0
5047,704,1.0
5048,714,0.0
5049,730,0.0
5050,742,1.0
5051,744,1.0
5052,10,1.0
5053,48,0.0
5054,53,1.0
5055,99,1.0
5056,108,0.0
5057,117,0.0
5058,128,1.0
5059,129,1.0
5060,135,0.0
5061,136,1.0
5062,153,0.0
5063,156,1.0
5064,163,0.0
5065,170,1.0
5066,200,1.0
5067,210,1.0
5068,214,0.0
5069,218,1.0
5070,232,1.0
5071,243,1.0
5072,249,0.0
5073,261,0.0
5074,280,1.0
5075,283,0.0
5076,304,1.0
5077,311,0.0
5078,323,0.0
5079,325,0.0
5080,328,0.0
5081,333,1.0
5082,347,0.0
5083,351,1.0
5084,357,0.0
5085,363,0.0
5086,387,0.0
5087,396,0.0
5088,398,0.0
5089,413,1.0
5090,474,1.0
5091,498,0.0
5092,499,0.0
5093,525,1.0
5094,531,0.0
5095,559,0.0
5096,561,0.0
5097,603,0.0
5098,605,0.0
5099,606,0.0
5100,619,0.0
5101,625,1.0
5102,627,0.0
5103,653,0.0
5104,668,1.0
5105,675,0.0
5106,697,0.0
5107,702,0.0
5108,705,0.0
5109,715,0.0
5110,717,1.0
5111,732,0.0
5112,734,1.0
5113,3,0.0
5114,8,1.0
5115,46,1.0
5116,61,0.0
5117,67,1.0
5118,85,0.0
5119,98,0.0
5120,117,0.0
5121,149,1.0
5122,150,0.0
5123,155,0.0
5124,175,1.0
5125,178,1.0
5126,185,0.0
5127,207,0.0
5128,209,1.0
5129,222,0.0
5130,233,1.0
5131,249,0.0
5132,258,0.0
5133,262,0.0
5134,282,0.0
5135,284,1.0
5136,303,0.0
5137,305,0.0
5138,331,1.0
5139,337,1.0
5140,339,1.0
5141,347,1.0
5142,359,1.0
5143,372,0.0
5144,386,1.0
5145,390,1.0
5146,411,1.0
5147,438,1.0
5148,442,0.0
5149,454,1.0
5150,471,0.0
5151,479,0.0
5152,498,1.0
5153,508,0.0
5154,515,1.0
5155,516,1.0
5156,520,0.0
5157,522,0.0
5158,534,0.0
5159,541,0.0
5160,543,1.0
5161,544,0.0
5162,552,0.0
5163,557,1.0
5164,575,0.0
5165,580,1.0
5166,598,0.0
5167,599,1.0
5168,610,0.0
5169,621,1.0
5170,626,0.0
5171,639,1.0
5172,641,0.0
5173,644,1.0
5174,648,0.0
5175,651,1.0
5176,664,1.0
5177,672,0.0
5178,683,1.0
5179,697,0.0
5180,701,1.0
5181,706,0.0
5182,716,0.0
5183,727,1.0
5184,730,1.0
5185,732,0.0
5186,737,0.0
5187,742,0.0
5188,12,0.0
5189,13,1.0
5190,19,0.0
5191,21,0.0
5192,28,0.0
5193,44,0.0
5194,45,1.0
5195,50,0.0
5196,60,0.0
5197,61,1.0
5198,74,0.0
5199,75,0.0
5200,81,0.0
5201,85,0.0
5202,89,0.0
5203,102,1.0
5204,107,1.0
5205,113,1.0
5206,115,1.0
5207,122,1.0
5208,132,0.0
5209,144,1.0
5210,146,1.0
5211,156,0.0
5212,159,1.0
5213,170,0.0
5214,172,0.0
5215,175,0.0
5216,176,1.0
5217,184,1.0
5218,207,0.0
5219,214,0.0
5220,219,1.0
5221,237,1.0
5222,248,1.0
5223,249,1.0
5224,264,0.0
5225,267,0.0
5226,285,1.0
5227,299,1.0
5228,304,1.0
5229,305,1.0
5230,312,0.0
5231,315,0.0
5232,318,0.0
5233,319,1.0
5234,324,1.0
5235,328,0.0
5236,334,0.0
5237,340,1.0
5238,344,1.0
5239,362,0.0
5240,371,0.0
5241,374,0.0
5242,385,0.0
5243,386,1.0
5244,395,1.0
5245,400,1.0
5246,433,1.0
5247,436,0.0
5248,450,0.0
5249,463,0.0
5250,465,0.0
5251,472,1.0
5252,475,1.0
5253,488,0.0
5254,492,1.0
5255,501,1.0
5256,508,0.0
5257,509,1.0
5258,513,1.0
5259,514,0.0
5260,516,1.0
5261,521,0.0
5262,537,0.0
5263,561,0.0
5264,573,1.0
5265,581,0.0
5266,587,0.0
5267,588,1.0
5268,589,1.0
5269,598,0.0
5270,600,0.0
5271,610,1.0
5272,617,0.0
5273,620,0.0
5274,622,0.0
5275,628,0.0
5276,629,1.0
5277,630,0.0
5278,632,1.0
5279,643,1.0
5280,659,0.0
5281,702,0.0
5282,721,0.0
5283,723,1.0
5284,733,0.0
5285,735,1.0
5286,741,1.0
5287,745,1.0
5288,747,0.0
5289,4,1.0
5290,24,1.0
5291,33,0.0
5292,35,1.0
5293,42,0.0
5294,46,0.0
5295,56,1.0
5296,63,0.0
5297,89,0.0
5298,91,1.0
5299,103,0.0
5300,106,1.0
5301,107,0.0
5302,121,1.0
5303,132,1.0
5304,133,0.0
5305,144,0.0
5306,156,0.0
5307,179,0.0
5308,181,0.0
5309,188,1.0
5310,221,1.0
5311,242,0.0
5312,249,1.0
5313,274,1.0
5314,276,1.0
5315,290,0.0
5316,311,0.0
5317,316,0.0
5318,325,0.0
5319,331,1.0
5320,344,0.0
5321,346,1.0
5322,347,0.0
5323,348,1.0
5324,365,1.0
5325,384,0.0
5326,385,0.0
5327,388,1.0
5328,392,1.0
5329,393,0.0
5330,398,0.0
5331,408,0.0
5332,415,0.0
5333,421,0.0
5334,433,1.0
5335,460,0.0
5336,463,0.0
5337,472,1.0
5338,482,1.0
5339,487,1.0
5340,493,1.0
5341,498,0.0
5342,530,0.0
5343,551,0.0
5344,577,0.0
5345,582,0.0
5346,594,1.0
5347,595,1.0
5348,598,0.0
5349,602,0.0
5350,613,0.0
5351,615,0.0
5352,616,0.0
5353,624,1.0
5354,625,0.0
5355,626,0.0
5356,630,0.0
5357,638,1.0
5358,643,0.0
5359,652,0.0
5360,654,0.0
5361,673,1.0
5362,683,0.0
5363,686,1.0
5364,694,0.0
5365,701,0.0
5366,714,0.0
5367,720,0.0
5368,723,0.0
5369,725,1.0
5370,744,1.0
5371,6,0.0
5372,12,1.0
5373,17,1.0
5374,26,0.0
5375,30,1.0
5376,34,0.0
5377,46,1.0
5378,81,0.0
5379,90,0.0
5380,92,1.0
5381,95,1.0
5382,104,0.0
5383,117,1.0
5384,132,1.0
